id,date,salutation,title,mail,creation_date,newsletter,model,paymenttype,deliverytype,invoicepostcode,delivpostcode,voucher,advertisingdatacode,value,numberitems,gift,entry,points,shippingcosts,deliverydatepromised,deliverydatereal,weight,remitted,cancelled,used,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,reorder
290,2008-04-30,0,0,4,2008-04-30,0,3,0,0,76,NA,0,,2,1,0,1,0,1,2008-05-02,2008-04-30,490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
292,2008-07-28,0,0,9,2008-07-28,1,2,1,1,52,NA,0,,1,2,0,1,0,0,2008-07-30,2008-07-30,1057,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
295,2008-11-08,0,0,8,2008-11-08,0,1,0,0,41,NA,1,,4,1,0,0,0,0,2008-11-11,2008-11-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
299,2008-06-23,2,0,4,2008-06-23,0,3,1,1,30,NA,0,,5,5,0,1,0,0,2008-06-25,2008-06-24,1039,0,0,0,1,0,4,0,0,0,0,0,0,0,0,NA
301,2008-12-03,0,0,4,2008-12-03,1,2,1,1,45,NA,0,,5,4,0,1,0,0,2008-12-04,2008-12-04,1849,0,0,0,3,0,1,0,0,0,0,0,0,0,0,NA
303,2008-07-20,0,0,11,2008-07-20,1,3,2,0,73,NA,0,,5,8,0,1,0,0,2008-07-22,2008-07-21,2843,0,0,0,6,2,0,0,0,0,0,0,0,0,0,NA
314,2008-12-22,2,0,12,2008-12-22,0,1,1,1,23,NA,0,,4,1,0,0,0,0,2008-12-23,2008-12-22,383,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
330,2008-08-08,1,0,12,2008-08-08,0,2,0,0,52,NA,0,,5,5,0,1,0,0,2008-08-11,2008-08-08,1620,0,0,0,5,0,0,0,0,0,0,0,0,0,0,NA
331,2008-07-18,1,0,12,2008-07-18,0,1,2,0,26,NA,0,BQ,2,2,0,0,0,0,2008-07-22,0000-00-00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA
332,2008-06-17,0,0,5,2008-05-30,0,3,0,0,18,NA,0,BD,4,3,0,1,0,0,2008-06-18,2008-06-17,881,0,0,0,1,2,0,0,0,0,0,0,0,0,0,NA
336,2008-11-27,0,0,8,2008-11-27,0,1,0,0,64,NA,0,,2,1,0,0,0,1,2008-12-01,2008-11-28,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
341,2008-12-04,1,0,0,2008-12-04,0,1,0,0,38,NA,0,,2,1,0,0,0,0,2008-12-08,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
346,2008-10-22,0,0,11,2008-10-22,0,2,2,0,83,NA,0,,3,1,0,1,0,1,2009-10-27,0000-00-00,924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
348,2008-04-18,1,0,5,2008-04-18,0,1,3,0,12,NA,0,,4,1,0,0,0,0,2008-04-22,2008-04-19,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
349,2008-12-17,0,0,4,2008-12-17,0,1,3,0,6,NA,0,,4,4,0,0,0,0,2008-12-19,2008-12-18,1127,0,0,0,1,0,0,0,0,0,1,0,0,2,0,NA
358,2008-04-08,1,0,12,2008-04-08,0,1,3,0,40,NA,1,CA,3,1,0,0,0,0,2009-04-10,0000-00-00,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
362,2008-11-18,2,0,12,2008-11-18,0,1,0,0,10,NA,0,,5,4,0,0,0,0,2008-12-02,2009-01-03,1639,3,1,0,0,0,0,0,0,0,0,0,0,3,0,NA
364,2008-06-21,2,0,12,2008-06-21,0,2,0,0,41,NA,0,,4,2,0,1,0,0,2008-06-24,2008-06-23,898,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
366,2008-10-07,0,0,1,2008-10-07,0,1,0,0,90,NA,1,AX,1,1,0,0,0,0,2008-10-08,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
381,2008-04-30,2,0,4,2008-04-30,0,3,1,1,99,NA,0,,5,7,0,1,0,0,2009-05-04,2008-06-19,3179,0,0,0,5,0,2,0,0,0,0,0,0,0,0,NA
390,2008-04-15,0,0,12,2008-04-15,0,1,1,1,22,NA,0,,3,1,0,0,0,0,2008-04-16,2008-04-16,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA
395,2008-08-26,1,0,12,2008-08-26,1,1,0,0,30,NA,0,BD,4,1,0,0,0,0,2008-08-28,2008-08-27,457,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA
397,2008-09-29,0,0,4,2008-09-29,0,1,0,0,71,NA,0,BQ,1,1,0,0,0,0,2008-10-01,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
398,2008-10-15,0,0,12,2008-10-15,0,1,0,0,66,NA,0,BQ,4,3,0,0,0,0,2008-10-16,2008-10-15,968,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA
406,2008-08-08,0,0,4,2008-08-08,0,3,2,0,55,NA,0,,1,1,0,1,0,0,2008-08-12,0000-00-00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
413,2008-06-23,0,0,12,2008-06-23,0,2,1,1,44,NA,0,,4,3,0,1,0,0,2009-06-26,2008-10-13,1479,0,0,0,1,2,0,0,0,0,0,0,0,0,0,NA
415,2008-07-03,0,0,9,2008-07-03,0,1,0,0,12,NA,0,,1,1,0,0,0,0,2008-07-07,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
417,2008-04-22,2,0,8,2008-04-22,0,1,1,1,34,NA,0,,2,1,0,0,0,0,2008-04-23,2008-04-23,454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
424,2008-09-20,1,0,9,2008-09-20,1,1,2,0,30,NA,0,,1,1,0,0,0,0,2008-09-23,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
427,2008-09-12,0,0,9,2008-09-12,1,1,0,0,7,NA,0,,1,2,0,0,0,1,2008-09-15,2008-09-13,162,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA
439,2008-11-21,1,0,12,2008-11-21,0,1,2,0,22,NA,0,BQ,2,1,0,0,0,1,2008-11-24,2008-11-22,886,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA
445,2008-11-13,0,0,8,2008-11-13,0,1,0,0,98,NA,0,,3,6,0,0,0,0,2008-11-27,2008-11-14,1109,0,0,0,6,0,0,0,0,0,0,0,0,0,0,NA
451,2008-12-15,0,0,8,2008-12-15,0,2,0,0,46,NA,0,,4,1,0,1,0,0,2008-12-17,2008-12-16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
453,2008-10-24,0,0,12,2008-10-24,1,3,0,0,24,NA,0,,4,5,0,1,0,0,2009-10-27,2008-11-13,1839,0,0,0,2,3,0,0,0,0,0,0,0,0,0,NA
455,2008-10-21,0,0,2,2008-10-21,0,1,0,0,60,NA,0,,3,2,0,0,0,0,2008-11-04,2008-11-04,572,0,0,0,0,0,0,0,0,0,0,0,0,2,0,NA
459,2008-12-29,1,0,8,2008-12-29,0,1,0,0,27,NA,0,,2,2,0,0,0,1,2008-12-31,2008-12-30,529,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA
463,2008-08-23,0,0,1,2008-08-23,1,3,3,0,42,NA,0,,3,2,0,1,0,0,2008-08-26,2008-08-25,1010,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA
468,2008-04-10,0,0,0,2008-04-10,0,2,1,1,44,NA,0,,5,1,0,1,0,0,2008-04-11,2008-04-11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
477,2008-08-20,1,0,6,2008-08-20,0,1,0,0,1,NA,0,AB,4,4,0,0,0,0,2008-08-21,2008-08-20,2555,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
481,2008-11-18,1,0,4,2008-11-18,1,1,2,0,88,NA,0,,4,3,0,0,0,0,2008-11-20,2008-11-19,830,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
482,2008-04-23,1,0,8,2008-04-23,0,1,2,0,22,NA,0,,4,2,0,0,0,0,2008-05-07,2008-05-13,1232,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
485,2008-11-17,0,0,4,2008-11-17,0,1,0,0,63,NA,0,,1,1,0,0,0,0,2008-11-18,0000-00-00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
496,2008-11-29,0,0,12,2008-11-29,1,3,2,0,31,NA,0,,5,1,0,1,0,0,2008-12-02,2008-11-30,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
499,2008-05-24,1,0,9,2008-05-24,0,1,3,0,59,NA,0,,1,1,0,0,0,0,2008-05-27,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
503,2008-06-23,1,0,12,2008-06-23,0,2,0,0,51,NA,0,,4,2,0,1,0,0,2008-06-25,2008-06-24,639,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA
510,2008-06-10,0,0,9,2008-06-10,0,1,3,0,68,NA,0,,1,1,0,0,0,0,2008-06-11,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
517,2008-06-02,0,0,10,2008-06-02,0,1,1,1,78,NA,0,,5,1,0,0,0,0,2008-07-01,2008-06-03,457,1,0,0,0,0,9,0,0,0,0,0,0,0,0,NA
521,2008-12-23,0,0,9,2008-12-23,1,2,0,0,58,NA,1,,1,1,0,1,0,1,2008-12-25,2008-12-27,438,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA
528,2008-04-08,0,0,4,2008-04-08,0,3,2,0,63,NA,0,,4,3,0,1,0,0,2009-04-13,2008-06-02,717,0,0,0,0,1,0,0,0,0,0,0,0,1,1,NA
536,2008-04-09,0,0,4,2008-04-09,0,3,1,1,76,NA,0,,2,1,0,1,0,0,2008-04-10,2008-04-11,363,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
543,2008-12-09,2,0,8,2008-12-09,0,2,0,0,59,NA,0,,5,3,0,1,0,0,2008-12-10,2008-12-09,541,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
550,2008-12-28,0,0,1,2008-12-28,1,2,0,0,47,NA,1,,2,3,0,1,0,0,2009-12-31,2009-01-14,979,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA
558,2008-12-11,1,0,8,2008-12-11,0,1,0,0,85,85,0,,4,2,0,0,0,0,2008-12-15,2008-12-12,777,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
561,2008-10-11,0,0,9,2008-10-11,0,1,2,0,31,NA,0,,4,2,0,0,0,0,2008-10-14,2008-10-13,1002,0,0,0,1,1,0,0,0,0,0,0,0,0,0,NA
565,2008-05-19,1,0,9,2008-05-19,0,1,2,0,91,NA,0,,4,1,0,0,0,0,2008-05-20,2008-05-19,698,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
567,2008-08-07,1,0,9,2008-08-07,0,1,2,0,68,NA,0,,2,1,0,0,0,1,2008-08-20,2008-08-20,656,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA
575,2008-07-09,1,0,12,2008-07-09,0,1,0,0,31,NA,1,,3,3,0,0,0,0,2008-07-11,2008-07-10,1186,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NA
580,2008-05-26,2,0,12,2008-05-26,0,2,2,0,52,52,0,,3,2,0,1,0,0,2008-05-28,2008-05-27,1659,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA
581,2008-10-30,2,0,12,2008-10-30,1,2,0,0,70,NA,0,,5,1,0,1,0,0,2008-11-03,2008-10-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
582,2008-05-05,0,0,4,2008-05-05,1,2,0,0,44,NA,0,,3,1,0,1,0,0,2008-05-06,2008-05-05,800,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
584,2008-11-02,1,0,1,2008-11-02,1,2,2,0,40,NA,1,,1,2,0,1,0,1,2008-11-04,2008-11-03,455,0,0,0,0,2,0,0,0,0,0,0,0,0,0,NA
600,2008-09-24,1,0,9,2008-09-24,0,3,1,1,23,NA,0,,4,2,0,1,0,0,2008-09-25,2008-09-25,861,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
601,2008-09-13,0,0,2,2008-09-13,1,2,1,1,59,NA,0,,2,4,0,1,0,0,2008-09-16,2008-09-16,178,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NA
602,2008-09-10,0,0,9,2008-09-10,0,3,0,0,74,NA,0,,3,1,0,1,0,0,2008-09-12,2008-09-11,147,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA
606,2008-05-09,1,0,8,2008-05-09,0,1,0,0,93,NA,0,,4,1,0,0,0,0,2008-05-14,2008-05-10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
609,2008-06-02,0,0,4,2008-06-02,0,1,2,0,50,NA,0,,4,4,0,0,0,0,2009-06-05,0000-00-00,850,0,4,0,0,0,0,0,0,0,0,0,0,0,0,NA
614,2008-06-24,2,0,12,2008-06-24,0,3,0,0,95,NA,0,,5,3,0,1,0,0,2008-06-25,2008-06-24,959,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA
619,2008-08-19,1,0,4,2008-08-19,0,1,2,0,23,NA,0,BQ,1,1,0,0,0,0,2008-08-21,0000-00-00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA
624,2008-11-26,0,0,4,2008-11-26,0,2,2,0,40,NA,0,,2,2,0,1,0,0,2008-11-28,0000-00-00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,NA
626,2008-05-01,0,0,12,2008-05-01,0,1,0,0,80,NA,0,,4,1,0,0,0,0,2008-05-05,2008-05-02,726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
629,2008-10-24,0,0,8,2008-10-24,0,1,0,0,89,NA,0,,4,1,0,0,0,0,2008-10-27,2008-10-25,539,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
636,2008-12-02,0,0,12,2008-12-02,0,3,1,1,34,NA,0,,2,2,0,1,0,0,2008-12-03,2008-12-03,1638,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
641,2008-04-23,0,0,4,2008-04-21,1,3,1,1,85,NA,0,BD,3,2,0,1,0,0,2008-04-24,2008-04-23,373,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NA
645,2008-08-26,0,0,12,2008-08-26,0,2,0,0,41,NA,0,,4,2,0,1,0,0,2008-08-28,2008-08-27,277,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA
648,2008-12-29,1,0,12,2008-12-29,0,3,1,1,24,NA,0,,4,4,0,1,0,0,2008-12-31,2008-12-30,1391,0,0,0,1,3,0,0,0,0,0,0,0,0,0,NA
649,2008-08-19,0,0,9,2008-08-19,0,2,0,0,47,NA,1,,1,4,0,1,0,0,2008-09-02,2008-08-28,794,0,0,0,0,0,0,0,0,0,0,0,0,4,0,NA
654,2008-12-17,1,0,12,2008-12-17,0,1,0,0,27,NA,0,,4,1,0,0,0,0,2008-12-18,2008-12-18,541,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
663,2008-05-22,0,0,4,2008-05-22,0,1,0,0,25,NA,0,,4,1,0,0,0,0,2009-05-26,0000-00-00,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA
666,2008-12-22,0,0,9,2008-12-22,1,1,0,0,39,NA,0,BQ,3,1,0,0,0,0,2008-12-24,2008-12-23,448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA
670,2008-07-10,0,0,12,2008-07-10,0,1,0,0,66,NA,0,,4,4,0,0,0,0,2008-07-11,2008-07-11,1484,0,0,0,1,3,0,0,0,0,0,0,0,0,0,NA
676,2008-11-10,0,0,4,2008-11-10,0,1,2,0,48,NA,0,,1,1,0,0,0,0,2008-11-12,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA
680,2008-09-19,0,0,9,2008-09-19,0,1,0,0,39,NA,0,BF,3,3,0,0,0,0,2008-09-23,2008-09-20,1643,0,1,0,0,2,0,0,0,0,0,0,0,0,0,NA
684,2008-07-28,0,0,8,2008-07-28,1,2,0,0,52,NA,1,,2,3,0,1,0,0,2008-07-30,2008-07-29,912,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA
686,2008-08-11,2,0,12,2008-08-11,0,1,0,0,6,NA,0,,4,3,0,0,0,0,2008-08-13,0000-00-00,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,NA
692,2008-10-01,1,0,12,2008-10-01,0,1,0,0,26,NA,0,BQ,2,1,0,0,0,1,2008-10-02,2008-10-01,118,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA
696,2008-09-10,0,0,9,2008-09-10,0,1,2,0,10,NA,0,,3,2,0,0,0,1,2008-09-12,2008-09-11,641,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NA
711,2008-11-16,1,0,4,2008-11-16,0,3,1,1,65,NA,0,,4,1,0,1,0,0,2008-11-18,2008-11-18,273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA
